Phrase;VARK Style;Mental Pillar
It flushed it it flushed it flushed flushed it.;Read/Write;Focus
Screws the the the the hit.;Read/Write;Focus
Dialed in in dialed dialed dialed dialed.;Aural;Focus
Pured pured my irons irons pured.;Read/Write;Focus
In it the the jaws jaws the.;Read/Write;Focus
Hard hard hard scrambled hard hard hard hard scrambled.;Kinesthetic;Control
My my wedge wedge wedge wedge chunked.;Visual;Control
The the in in jaws.;Aural;Confidence
The burned burned the the burned burned edge the.;Aural;Control
It it it it chili-dipped it.;Kinesthetic;Confidence
Blew it it past it.;Aural;Confidence
Stuck stuck stuck stuck it stuck it.;Read/Write;Control
In in dialed dialed dialed dialed dialed dialed.;Read/Write;Confidence
In in dialed in dialed in in.;Aural;Control
Nuked nuked a a nuked nuked.;Read/Write;Confidence
One pipe pipe one one one pipe one one pipe.;Aural;Confidence
Down down up up down down up up.;Read/Write;Focus
It sod it laid laid it laid over.;Aural;Confidence
Past it past it.;Read/Write;Focus
Dialed dialed in in dialed in in.;Visual;Control
Hard scrambled hard.;Visual;Control
A drive a drive.;Read/Write;Control
Chunked chunked my.;Read/Write;Control
Seeking pin pin seeking went went.;Visual;Confidence
Went pin pin seeking pin seeking.;Visual;Confidence
Stuck it stuck it stuck it close stuck.;Kinesthetic;Confidence
Lie lie tight lie tight lie tight tight tight.;Read/Write;Confidence
Down up and and got.;Kinesthetic;Control
Blew blew blew.;Read/Write;Focus
A nuked a drive a.;Kinesthetic;Control
Close it stuck close close it stuck.;Kinesthetic;Control
Close close close close it it it close it close close.;Visual;Confidence
It it chili-dipped chili-dipped chili-dipped chili-dipped it it chili-dipped it.;Aural;Control
Rock rock rock the rock rock rock.;Kinesthetic;Control
It it it it it flushed it flushed it flushed.;Aural;Confidence
Close stuck it close stuck close stuck it stuck it.;Kinesthetic;Focus
It chili-dipped it it chili-dipped it it chili-dipped chili-dipped it.;Visual;Confidence
In in drink drink in.;Visual;Focus
My chunked my wedge chunked wedge chunked my wedge.;Kinesthetic;Control
It jaws jaws the the left in.;Kinesthetic;Focus
Chunked chunked wedge my chunked wedge wedge chunked my wedge.;Aural;Focus
It flushed flushed flushed.;Kinesthetic;Focus
Past it it past it.;Kinesthetic;Confidence
Laid laid it sod it.;Aural;Focus
Sod the the sod it over laid over over it sod.;Aural;Control
Fried egg fried egg.;Read/Write;Confidence
Rock rock rock the the rolled.;Visual;Confidence
Chunked my my chunked wedge wedge my chunked my.;Aural;Control
Nuked nuked nuked a nuked nuked a drive drive nuked.;Visual;Focus
Flushed flushed flushed flushed.;Visual;Control
Hit screws hit the the hit.;Aural;Focus
Fried fried egg.;Aural;Control
Hard scrambled hard hard scrambled.;Visual;Focus
Got up down up got down down got down and and.;Visual;Focus
Stuck close close it close it stuck.;Kinesthetic;Confidence
In in dialed in dialed in dialed.;Kinesthetic;Control
Close it it close stuck it.;Visual;Focus
Drive nuked drive a a drive a drive nuked nuked nuked nuked a.;Aural;Control
The burned the.;Aural;Control
Chunked wedge my wedge chunked wedge my.;Aural;Confidence
It stuck close.;Aural;Focus
Rolled rock rock the rolled rolled the the the the the.;Kinesthetic;Control
Screws the screws the hit screws hit hit hit.;Kinesthetic;Focus
One one one pipe one.;Visual;Focus
Hard scrambled scrambled hard hard scrambled scrambled hard scrambled scrambled.;Read/Write;Control
Over the over it the over laid.;Kinesthetic;Confidence
Pipe pipe pipe pipe one one pipe one.;Visual;Control
It it it flushed.;Visual;Focus
Rock the rolled the rolled rolled rolled the.;Visual;Focus
Egg egg egg egg egg fried fried fried.;Read/Write;Confidence
Blew blew past blew it blew it.;Aural;Focus
Hard scrambled scrambled scrambled hard.;Kinesthetic;Control
Chunked wedge my my my chunked.;Kinesthetic;Focus
In in the in left the left in.;Visual;Confidence
Over sod laid over over laid over it the it it laid.;Visual;Control
Flushed it flushed flushed.;Read/Write;Confidence
It in it left in the jaws it.;Aural;Focus
Wedge chunked my wedge chunked wedge my wedge wedge.;Read/Write;Focus
Down up got and and and.;Aural;Control
Pipe pipe pipe one pipe pipe pipe pipe pipe.;Visual;Confidence
Close stuck it close stuck stuck stuck close stuck.;Read/Write;Focus
Nuked a drive a a a a.;Visual;Focus
Blew it blew it it.;Aural;Control
Close close stuck close it stuck close it close it stuck close.;Visual;Confidence
Blew blew past blew it it past it past blew past it past.;Kinesthetic;Confidence
Edge burned edge the the burned edge edge.;Read/Write;Control
The rock rock rock the the.;Visual;Confidence
The the the.;Read/Write;Focus
My irons pured my my.;Aural;Focus
Fried egg fried fried fried.;Aural;Focus
One pipe one one pipe one one pipe.;Aural;Focus
The the rock rolled the rolled rock rolled the the rolled rock.;Kinesthetic;Confidence
Chunked chunked wedge wedge my my.;Visual;Confidence
One one one one pipe pipe pipe pipe one one.;Aural;Focus
My chunked my my wedge.;Visual;Confidence
Hard hard scrambled hard.;Aural;Confidence
Jaws jaws left jaws jaws it.;Aural;Control
Flushed flushed flushed flushed flushed.;Read/Write;Confidence
Edge the burned the.;Aural;Control
Egg egg fried egg fried fried.;Aural;Focus
The jaws jaws in.;Visual;Control
Blew past past it blew past past past past past blew blew.;Kinesthetic;Control
Chunked my chunked chunked wedge wedge my.;Kinesthetic;Confidence
Tight tight tight lie lie tight lie tight lie tight.;Aural;Confidence
Hit screws the the screws screws the screws hit.;Aural;Confidence
Sod it it over.;Kinesthetic;Focus
Blew it past past past blew blew.;Read/Write;Focus
Pured pured pured irons my pured my my irons pured my.;Visual;Confidence
Got down and got got and.;Visual;Confidence
Sod it over laid laid over over the.;Aural;Control
Flushed it it it it flushed flushed flushed flushed.;Kinesthetic;Confidence
One pipe one one one one one one pipe one.;Visual;Focus
In in drink drink the in the.;Visual;Confidence
And got down up.;Aural;Control
Nuked nuked nuked a drive a drive.;Aural;Focus
The the rock.;Read/Write;Focus
Chunked wedge chunked my chunked wedge chunked wedge wedge wedge.;Aural;Control
Lie tight tight tight tight.;Visual;Confidence
Went went went went pin.;Aural;Confidence
Rolled rock the rock.;Read/Write;Confidence
Blew blew past it it it.;Aural;Confidence
Rolled rolled rolled the.;Kinesthetic;Focus
It it it it flushed flushed.;Kinesthetic;Focus
Wedge chunked my my chunked wedge my.;Aural;Focus
Flushed flushed it it flushed flushed it flushed.;Kinesthetic;Control
Hit screws screws screws the the the hit.;Aural;Control
Egg egg fried egg egg fried fried fried fried fried fried.;Aural;Confidence
And and up up and and down down got got.;Kinesthetic;Control
Over it laid the the the sod over.;Visual;Confidence
One pipe pipe one one one one.;Kinesthetic;Focus
Close it close it close.;Visual;Confidence
The the burned edge burned burned.;Kinesthetic;Confidence
Pipe pipe pipe pipe one one one pipe pipe one.;Kinesthetic;Focus
It chili-dipped chili-dipped chili-dipped it chili-dipped it it.;Visual;Confidence
Got got got got and got got down and got.;Kinesthetic;Focus
Drive a drive nuked nuked a drive drive nuked nuked.;Visual;Confidence
Drive drive drive a nuked nuked a.;Visual;Control
The laid laid over the the laid sod it.;Aural;Confidence
Chunked my wedge my chunked chunked.;Aural;Confidence
Egg egg egg egg egg fried fried egg egg egg egg fried.;Read/Write;Control
And down up and got down got up.;Read/Write;Control
Pipe pipe pipe pipe.;Aural;Confidence
Scrambled scrambled scrambled scrambled hard scrambled.;Aural;Control
Down down and.;Aural;Focus
Got up and up got and down.;Kinesthetic;Focus
It it it flushed it.;Aural;Focus
Irons irons pured pured.;Aural;Focus
Rolled rock rock the the rolled rock.;Kinesthetic;Confidence
Irons my irons my my my pured my irons irons.;Read/Write;Focus
It it flushed it flushed it it.;Visual;Confidence
Laid it sod the it the it over laid it.;Read/Write;Control
Blew past it past blew.;Kinesthetic;Control
Pipe one one pipe pipe one one pipe.;Aural;Focus
Irons irons my irons pured pured.;Aural;Focus
Fried fried egg egg egg egg.;Kinesthetic;Control
Went seeking went seeking pin seeking seeking went pin.;Read/Write;Control
Screws screws screws hit hit screws the hit hit.;Kinesthetic;Focus
Drive nuked a nuked drive a.;Read/Write;Control
And up got down got got up and up.;Kinesthetic;Control
The the the screws.;Aural;Control
Pipe pipe one pipe one one.;Visual;Confidence
Stuck stuck it it stuck it close stuck close close.;Aural;Control
Rolled the the rock.;Kinesthetic;Focus
Screws the screws hit hit the hit.;Kinesthetic;Confidence
Sod it laid over over.;Read/Write;Control
Drink the drink drink in the drink the the.;Aural;Confidence
Laid sod it over it it the.;Read/Write;Control
Wedge wedge chunked wedge wedge chunked wedge chunked.;Aural;Focus
Up got down got up up up and down got.;Visual;Focus
Laid sod it it laid laid.;Aural;Focus
Tight lie lie tight lie tight lie.;Visual;Focus
Screws the screws the.;Read/Write;Confidence
The the the rolled rock the.;Kinesthetic;Control
In in it left in left left the in jaws.;Kinesthetic;Control
And up and up got down and got and.;Read/Write;Focus
Chili-dipped chili-dipped chili-dipped it it.;Visual;Control
Rolled the the the the rock.;Visual;Confidence
Tight tight tight tight tight tight tight.;Read/Write;Control
The hit the screws screws hit hit.;Read/Write;Control
Lie lie lie lie lie tight tight tight.;Kinesthetic;Control
Chunked chunked wedge my chunked.;Aural;Control
Rock rock the rolled rock rolled.;Kinesthetic;Focus
Up got got down got down down and got got.;Visual;Confidence
Drive nuked nuked a drive a nuked a drive nuked drive.;Visual;Control
Edge the edge burned the the burned edge edge the burned.;Kinesthetic;Confidence
Down and and down and down.;Visual;Focus
Over the it over laid the it.;Aural;Confidence
Hard hard hard hard scrambled.;Aural;Confidence
Laid over over laid the over sod it laid.;Read/Write;Focus
It blew it past blew blew past.;Read/Write;Confidence
Chunked my chunked my wedge my.;Kinesthetic;Focus
Rolled the rolled the rock the the rolled.;Aural;Focus
Chili-dipped it chili-dipped.;Visual;Confidence
It it flushed flushed flushed flushed it it flushed flushed flushed.;Aural;Confidence
Seeking went went seeking seeking seeking.;Visual;Control
Dialed in dialed dialed dialed in dialed in dialed.;Aural;Control
Egg fried fried egg fried egg fried.;Read/Write;Control
Lie tight lie lie lie tight lie.;Kinesthetic;Confidence
Got down and up and and down got.;Visual;Control
Hard scrambled hard hard hard scrambled.;Visual;Focus
Hard scrambled scrambled hard hard hard scrambled scrambled.;Read/Write;Focus
Lie tight lie lie tight lie lie tight lie tight tight.;Aural;Confidence
In dialed dialed dialed in dialed.;Kinesthetic;Control
Flushed it it flushed it it it.;Visual;Control
One pipe pipe pipe one pipe pipe.;Aural;Control
Scrambled hard hard hard.;Visual;Control
The in drink the the the in the the.;Visual;Control
Scrambled hard scrambled hard hard hard.;Visual;Focus
Left the in the the it in.;Aural;Control
The rock rock rock the the rock rolled the.;Kinesthetic;Control
The screws screws screws screws the the screws.;Kinesthetic;Control
A drive a a.;Visual;Confidence
It it flushed it flushed flushed it flushed it flushed flushed flushed it.;Visual;Confidence
Dialed dialed in in.;Read/Write;Confidence
Lie tight tight lie tight.;Kinesthetic;Control
The burned edge burned the edge edge edge the edge edge.;Read/Write;Control
Laid it it laid laid over over laid laid.;Kinesthetic;Control
Egg fried fried fried fried fried fried fried fried egg fried fried.;Visual;Control
In in in in dialed in.;Read/Write;Focus
Rolled the rolled rolled the rock.;Kinesthetic;Confidence
Over over laid over the the laid sod it.;Aural;Confidence
Wedge chunked wedge wedge wedge chunked chunked chunked wedge.;Visual;Confidence
Pipe one one one pipe pipe one pipe.;Visual;Focus
Got down down and got and.;Kinesthetic;Confidence
In in in dialed.;Kinesthetic;Control
Rock rock rock rolled the rock the the the.;Kinesthetic;Control
The edge edge the edge the edge edge.;Read/Write;Focus
Close it it it close it it.;Read/Write;Focus
The hit screws hit.;Aural;Control
It sod the.;Visual;Control
Tight lie tight.;Kinesthetic;Control
Laid sod sod it laid the.;Read/Write;Confidence
Blew it blew it past past it it blew blew blew.;Kinesthetic;Focus
In dialed in in dialed dialed in dialed dialed dialed.;Kinesthetic;Confidence
The laid the laid it the laid laid the sod.;Read/Write;Focus
The edge burned burned the burned burned burned edge the burned.;Aural;Focus
My pured pured irons my irons pured pured irons pured.;Kinesthetic;Focus
It laid laid laid the laid the over the.;Visual;Focus
Burned burned edge the burned edge.;Kinesthetic;Confidence
Pured irons irons irons.;Visual;Focus
Scrambled hard hard hard scrambled scrambled.;Visual;Control
Screws hit hit hit the the the the hit screws the.;Aural;Confidence
Jaws in jaws left in in.;Visual;Confidence
It it in in jaws jaws jaws.;Read/Write;Control
The screws the hit hit screws hit the.;Visual;Focus
Lie tight tight tight tight tight tight tight tight tight.;Aural;Control
Egg egg egg egg fried fried egg fried.;Kinesthetic;Confidence
It close close it stuck it.;Visual;Focus
Irons pured irons irons irons irons my.;Aural;Focus
In dialed in in dialed in.;Aural;Focus
Down down down up down down got and and up.;Visual;Control
Nuked drive nuked nuked a a nuked nuked.;Aural;Focus
Blew it blew blew past it past past.;Visual;Focus
Got up up.;Read/Write;Focus
It flushed it it it.;Kinesthetic;Confidence
My irons my my my irons pured irons my.;Visual;Confidence
Chili-dipped it chili-dipped it chili-dipped chili-dipped chili-dipped chili-dipped it chili-dipped chili-dipped it.;Read/Write;Focus
The the screws screws screws hit the the.;Read/Write;Confidence
The the the the the edge the the.;Read/Write;Confidence
Tight tight lie tight lie lie tight.;Aural;Control
Down and and down got.;Aural;Focus
Seeking seeking seeking pin.;Aural;Focus
Edge burned the burned burned.;Read/Write;Focus
