User Phrase;VARK Style;Pillar;Mood
Hey coach, was that reset okay?;Visual;Focus;bored
I kinda zoned out mid-round 😶;Kinesthetic;Control;pumped
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;confused
Can I get a redo on that swing?;Kinesthetic;Confidence;shy
Hey coach, was that reset okay?;Read/Write;Control;excited
Not feelin' my routine today 😕;Kinesthetic;Focus;bored
Hey coach, was that reset okay?;Aural;Focus;excited
I kinda zoned out mid-round 😶;Visual;Control;bored
Does this count as visualization?;Visual;Confidence;bored
Does this count as visualization?;Aural;Confidence;pumped
I actually crushed it this time!;Kinesthetic;Focus;shy
Ugh, total brain fog on that hole...;Read/Write;Confidence;pumped
Hey coach, was that reset okay?;Visual;Focus;shy
Can I get a redo on that swing?;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Visual;Control;bored
Ugh, total brain fog on that hole...;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;excited
Not feelin' my routine today 😕;Visual;Control;excited
Does this count as visualization?;Kinesthetic;Control;shy
Wait, so was I supposed to breathe there?;Visual;Confidence;pumped
Not feelin' my routine today 😕;Visual;Confidence;confused
Hey coach, was that reset okay?;Aural;Control;excited
Can I get a redo on that swing?;Read/Write;Confidence;shy
Can I get a redo on that swing?;Kinesthetic;Confidence;excited
Can I get a redo on that swing?;Kinesthetic;Control;bored
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;bored
Hey coach, was that reset okay?;Read/Write;Confidence;confused
Ugh, total brain fog on that hole...;Aural;Confidence;shy
I actually crushed it this time!;Read/Write;Confidence;confused
Does this count as visualization?;Kinesthetic;Control;pumped
I actually crushed it this time!;Visual;Confidence;excited
Can I get a redo on that swing?;Kinesthetic;Focus;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Control;bored
Ugh, total brain fog on that hole...;Visual;Focus;bored
Not feelin' my routine today 😕;Visual;Confidence;bored
I actually crushed it this time!;Read/Write;Confidence;confused
Can I get a redo on that swing?;Aural;Control;bored
Does this count as visualization?;Kinesthetic;Focus;confused
Hey coach, was that reset okay?;Visual;Focus;confused
I kinda zoned out mid-round 😶;Read/Write;Confidence;excited
Wait, so was I supposed to breathe there?;Visual;Confidence;excited
I actually crushed it this time!;Kinesthetic;Confidence;confused
I actually crushed it this time!;Read/Write;Control;shy
Hey coach, was that reset okay?;Visual;Focus;confused
Can I get a redo on that swing?;Read/Write;Focus;shy
Wait, so was I supposed to breathe there?;Aural;Control;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;confused
I actually crushed it this time!;Visual;Confidence;confused
Can I get a redo on that swing?;Aural;Control;bored
I kinda zoned out mid-round 😶;Visual;Focus;excited
Pretty sure my confidence just leveled up 🔥;Aural;Control;bored
Can I get a redo on that swing?;Aural;Confidence;shy
Hey coach, was that reset okay?;Visual;Focus;confused
Not feelin' my routine today 😕;Kinesthetic;Confidence;pumped
Ugh, total brain fog on that hole...;Visual;Confidence;excited
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;pumped
I kinda zoned out mid-round 😶;Visual;Focus;bored
Ugh, total brain fog on that hole...;Read/Write;Confidence;excited
Can I get a redo on that swing?;Kinesthetic;Confidence;shy
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;pumped
Can I get a redo on that swing?;Read/Write;Focus;pumped
Whoa, I just aced my focus drill!;Visual;Confidence;shy
Can I get a redo on that swing?;Visual;Control;excited
Whoa, I just aced my focus drill!;Kinesthetic;Control;confused
Wait, so was I supposed to breathe there?;Read/Write;Confidence;shy
Can I get a redo on that swing?;Kinesthetic;Confidence;excited
Does this count as visualization?;Kinesthetic;Confidence;bored
I kinda zoned out mid-round 😶;Visual;Control;confused
Whoa, I just aced my focus drill!;Visual;Confidence;pumped
Whoa, I just aced my focus drill!;Read/Write;Focus;pumped
I actually crushed it this time!;Read/Write;Confidence;excited
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;excited
Can I get a redo on that swing?;Visual;Confidence;excited
I kinda zoned out mid-round 😶;Read/Write;Control;shy
Whoa, I just aced my focus drill!;Read/Write;Focus;bored
I kinda zoned out mid-round 😶;Read/Write;Control;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;pumped
Wait, so was I supposed to breathe there?;Read/Write;Control;shy
Hey coach, was that reset okay?;Aural;Focus;shy
Can I get a redo on that swing?;Visual;Confidence;pumped
Can I get a redo on that swing?;Aural;Focus;excited
I kinda zoned out mid-round 😶;Read/Write;Control;pumped
Whoa, I just aced my focus drill!;Read/Write;Focus;bored
I actually crushed it this time!;Visual;Confidence;bored
Whoa, I just aced my focus drill!;Aural;Focus;pumped
Does this count as visualization?;Visual;Confidence;bored
Not feelin' my routine today 😕;Aural;Confidence;bored
Ugh, total brain fog on that hole...;Visual;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;confused
I actually crushed it this time!;Visual;Confidence;bored
Whoa, I just aced my focus drill!;Aural;Confidence;confused
I kinda zoned out mid-round 😶;Visual;Focus;shy
I actually crushed it this time!;Kinesthetic;Control;pumped
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;shy
I kinda zoned out mid-round 😶;Read/Write;Control;confused
Can I get a redo on that swing?;Visual;Focus;confused
Ugh, total brain fog on that hole...;Kinesthetic;Confidence;bored
Not feelin' my routine today 😕;Aural;Control;shy
I actually crushed it this time!;Kinesthetic;Confidence;bored
Can I get a redo on that swing?;Aural;Confidence;pumped
I kinda zoned out mid-round 😶;Aural;Confidence;confused
Can I get a redo on that swing?;Read/Write;Confidence;pumped
Hey coach, was that reset okay?;Read/Write;Confidence;excited
Hey coach, was that reset okay?;Visual;Focus;bored
Wait, so was I supposed to breathe there?;Read/Write;Focus;confused
Whoa, I just aced my focus drill!;Aural;Confidence;excited
Not feelin' my routine today 😕;Visual;Confidence;confused
I kinda zoned out mid-round 😶;Visual;Focus;bored
Ugh, total brain fog on that hole...;Read/Write;Control;pumped
Does this count as visualization?;Kinesthetic;Control;excited
Can I get a redo on that swing?;Aural;Focus;confused
Wait, so was I supposed to breathe there?;Read/Write;Control;confused
Wait, so was I supposed to breathe there?;Visual;Control;confused
I actually crushed it this time!;Kinesthetic;Focus;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;confused
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;pumped
Not feelin' my routine today 😕;Aural;Confidence;bored
Whoa, I just aced my focus drill!;Kinesthetic;Control;shy
I kinda zoned out mid-round 😶;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Read/Write;Control;bored
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;confused
Ugh, total brain fog on that hole...;Kinesthetic;Control;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;bored
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;shy
Not feelin' my routine today 😕;Aural;Control;shy
Wait, so was I supposed to breathe there?;Visual;Control;pumped
Hey coach, was that reset okay?;Visual;Focus;confused
Does this count as visualization?;Kinesthetic;Control;excited
Wait, so was I supposed to breathe there?;Read/Write;Confidence;excited
Does this count as visualization?;Aural;Control;bored
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;bored
Not feelin' my routine today 😕;Kinesthetic;Control;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;excited
Whoa, I just aced my focus drill!;Kinesthetic;Control;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Focus;excited
Not feelin' my routine today 😕;Aural;Confidence;excited
Can I get a redo on that swing?;Kinesthetic;Confidence;shy
Not feelin' my routine today 😕;Kinesthetic;Focus;pumped
Not feelin' my routine today 😕;Visual;Confidence;pumped
Ugh, total brain fog on that hole...;Read/Write;Control;pumped
I kinda zoned out mid-round 😶;Aural;Control;pumped
Not feelin' my routine today 😕;Kinesthetic;Focus;shy
I actually crushed it this time!;Kinesthetic;Control;pumped
I actually crushed it this time!;Visual;Confidence;pumped
Can I get a redo on that swing?;Read/Write;Focus;pumped
Wait, so was I supposed to breathe there?;Aural;Control;shy
Hey coach, was that reset okay?;Kinesthetic;Control;confused
Does this count as visualization?;Kinesthetic;Focus;bored
Whoa, I just aced my focus drill!;Aural;Control;bored
Can I get a redo on that swing?;Aural;Control;shy
Not feelin' my routine today 😕;Read/Write;Focus;shy
Ugh, total brain fog on that hole...;Read/Write;Focus;confused
I actually crushed it this time!;Read/Write;Confidence;bored
Ugh, total brain fog on that hole...;Visual;Focus;excited
Not feelin' my routine today 😕;Read/Write;Confidence;pumped
Does this count as visualization?;Kinesthetic;Confidence;pumped
I actually crushed it this time!;Kinesthetic;Control;confused
I actually crushed it this time!;Aural;Focus;excited
Hey coach, was that reset okay?;Kinesthetic;Focus;confused
I actually crushed it this time!;Visual;Focus;excited
Hey coach, was that reset okay?;Visual;Confidence;pumped
Hey coach, was that reset okay?;Kinesthetic;Confidence;bored
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;pumped
Not feelin' my routine today 😕;Visual;Focus;shy
Can I get a redo on that swing?;Aural;Control;bored
I actually crushed it this time!;Kinesthetic;Control;shy
Hey coach, was that reset okay?;Visual;Control;bored
Wait, so was I supposed to breathe there?;Read/Write;Focus;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Aural;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Aural;Focus;excited
Not feelin' my routine today 😕;Aural;Control;excited
Not feelin' my routine today 😕;Visual;Control;bored
Whoa, I just aced my focus drill!;Read/Write;Focus;pumped
Can I get a redo on that swing?;Aural;Focus;bored
Can I get a redo on that swing?;Read/Write;Confidence;bored
Whoa, I just aced my focus drill!;Aural;Focus;bored
I actually crushed it this time!;Aural;Control;excited
I kinda zoned out mid-round 😶;Read/Write;Confidence;excited
Hey coach, was that reset okay?;Visual;Focus;pumped
Does this count as visualization?;Read/Write;Focus;shy
Whoa, I just aced my focus drill!;Read/Write;Focus;pumped
Hey coach, was that reset okay?;Aural;Focus;pumped
I actually crushed it this time!;Aural;Control;confused
Not feelin' my routine today 😕;Aural;Control;confused
Whoa, I just aced my focus drill!;Visual;Confidence;bored
Hey coach, was that reset okay?;Read/Write;Confidence;excited
Hey coach, was that reset okay?;Read/Write;Focus;shy
Not feelin' my routine today 😕;Read/Write;Focus;shy
Not feelin' my routine today 😕;Aural;Confidence;bored
Whoa, I just aced my focus drill!;Aural;Focus;bored
I actually crushed it this time!;Read/Write;Focus;bored
Can I get a redo on that swing?;Read/Write;Focus;bored
I actually crushed it this time!;Aural;Confidence;excited
Can I get a redo on that swing?;Read/Write;Confidence;bored
Hey coach, was that reset okay?;Read/Write;Control;confused
Pretty sure my confidence just leveled up 🔥;Aural;Focus;bored
Wait, so was I supposed to breathe there?;Visual;Focus;excited
Not feelin' my routine today 😕;Visual;Control;shy
Pretty sure my confidence just leveled up 🔥;Aural;Focus;pumped
Does this count as visualization?;Aural;Control;confused
Whoa, I just aced my focus drill!;Read/Write;Control;pumped
Ugh, total brain fog on that hole...;Visual;Focus;confused
Does this count as visualization?;Read/Write;Focus;bored
Can I get a redo on that swing?;Aural;Control;bored
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;pumped
Not feelin' my routine today 😕;Visual;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;excited
Ugh, total brain fog on that hole...;Aural;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;shy
Whoa, I just aced my focus drill!;Aural;Control;excited
Pretty sure my confidence just leveled up 🔥;Aural;Focus;excited
Ugh, total brain fog on that hole...;Aural;Control;excited
I actually crushed it this time!;Kinesthetic;Confidence;pumped
Does this count as visualization?;Aural;Focus;confused
Ugh, total brain fog on that hole...;Kinesthetic;Confidence;confused
Not feelin' my routine today 😕;Kinesthetic;Confidence;bored
Not feelin' my routine today 😕;Read/Write;Focus;shy
Whoa, I just aced my focus drill!;Read/Write;Control;confused
Not feelin' my routine today 😕;Visual;Focus;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;confused
Ugh, total brain fog on that hole...;Aural;Confidence;bored
Does this count as visualization?;Read/Write;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;confused
Hey coach, was that reset okay?;Read/Write;Confidence;shy
Can I get a redo on that swing?;Kinesthetic;Confidence;pumped
Ugh, total brain fog on that hole...;Read/Write;Confidence;shy
Can I get a redo on that swing?;Read/Write;Control;confused
