Phrase,Intent,Tags,Notes
"Used my 3-iron on hole 1, 50 feet, off a downhill slope.",ShotLog.Technical,"Club:3-iron,Distance:50 feet,Condition:off a downhill slope,Shape:pull,Outcome:landed on the green,Hole:hole 1",Technical shot voice log for NLP training
Hit a 4-iron from 180 yards into the wind.,ShotLog.Technical,"Club:4-iron,Distance:180 yards,Condition:into the wind,Shape:draw,Outcome:missed long,Hole:hole 3",Technical shot voice log for NLP training
Hit a 3-iron from 300 yards into the wind.,ShotLog.Technical,"Club:3-iron,Distance:300 yards,Condition:into the wind,Shape:draw,Outcome:on the fairway,Hole:hole 10",Technical shot voice log for NLP training
"Took a hybrid from 180 yards wet fairway, result was landed on the green.",ShotLog.Technical,"Club:hybrid,Distance:180 yards,Condition:wet fairway,Shape:draw,Outcome:landed on the green,Hole:hole 10",Technical shot voice log for NLP training
"4-iron shot from 180 yards, from a bad lie, landed missed left.",ShotLog.Technical,"Club:4-iron,Distance:180 yards,Condition:from a bad lie,Shape:straight,Outcome:missed left,Hole:hole 5",Technical shot voice log for NLP training
Pushed a putter into the stayed on the fringe.,ShotLog.Technical,"Club:putter,Distance:15 feet,Condition:off the tee,Shape:draw,Outcome:stayed on the fringe,Hole:hole 6",Technical shot voice log for NLP training
"Putting for 270 yards, missed in the bunker.",ShotLog.Technical,"Club:8-iron,Distance:270 yards,Condition:from the rough,Shape:None,Outcome:in the bunker,Hole:hole 7",Technical shot voice log for NLP training
"Used my 3-iron on hole 16, 100 feet, off a downhill slope.",ShotLog.Technical,"Club:3-iron,Distance:100 feet,Condition:off a downhill slope,Shape:None,Outcome:missed short,Hole:hole 16",Technical shot voice log for NLP training
"Took a 5-iron from 60 feet off a downhill slope, result was hit a tree.",ShotLog.Technical,"Club:5-iron,Distance:60 feet,Condition:off a downhill slope,Shape:push,Outcome:hit a tree,Hole:hole 10",Technical shot voice log for NLP training
Hit a 6-iron from 130 yards uphill.,ShotLog.Technical,"Club:6-iron,Distance:130 yards,Condition:uphill,Shape:None,Outcome:missed right,Hole:hole 13",Technical shot voice log for NLP training
Hit a putter from 30 feet from the rough.,ShotLog.Technical,"Club:putter,Distance:30 feet,Condition:from the rough,Shape:pull,Outcome:missed right,Hole:hole 12",Technical shot voice log for NLP training
"Took a 5-iron from 210 yards downhill, result was in the rough.",ShotLog.Technical,"Club:5-iron,Distance:210 yards,Condition:downhill,Shape:pull,Outcome:in the rough,Hole:hole 11",Technical shot voice log for NLP training
"Used my 8-iron on hole 9, 100 yards, uphill.",ShotLog.Technical,"Club:8-iron,Distance:100 yards,Condition:uphill,Shape:draw,Outcome:landed on the green,Hole:hole 9",Technical shot voice log for NLP training
Hit a 3-iron from 40 feet off the tee.,ShotLog.Technical,"Club:3-iron,Distance:40 feet,Condition:off the tee,Shape:None,Outcome:hit a tree,Hole:hole 11",Technical shot voice log for NLP training
"Hit a 7-iron from 60 yards, shot a draw.",ShotLog.Technical,"Club:7-iron,Distance:60 yards,Condition:into the wind,Shape:draw,Outcome:missed left,Hole:hole 10",Technical shot voice log for NLP training
"Hit a driver from 90 yards, shot a straight.",ShotLog.Technical,"Club:driver,Distance:90 yards,Condition:with a headwind,Shape:straight,Outcome:landed on the green,Hole:hole 5",Technical shot voice log for NLP training
"Putting for 80 feet, missed missed left.",ShotLog.Technical,"Club:7-iron,Distance:80 feet,Condition:with a headwind,Shape:hook,Outcome:missed left,Hole:hole 4",Technical shot voice log for NLP training
"Hit a 9-iron from 95 feet tight lie, and it landed on the green.",ShotLog.Technical,"Club:9-iron,Distance:95 feet,Condition:tight lie,Shape:fade,Outcome:landed on the green,Hole:hole 5",Technical shot voice log for NLP training
Hit a 3-iron from 190 yards.,ShotLog.Technical,"Club:3-iron,Distance:190 yards,Condition:from the bunker,Shape:slice,Outcome:in the water,Hole:hole 14",Technical shot voice log for NLP training
Hit a putter from 200 yards.,ShotLog.Technical,"Club:putter,Distance:200 yards,Condition:with a headwind,Shape:None,Outcome:missed long,Hole:hole 1",Technical shot voice log for NLP training
"Played a straight with my 9-iron from 200 yards, ended up stayed on the fringe.",ShotLog.Technical,"Club:9-iron,Distance:200 yards,Condition:with a headwind,Shape:straight,Outcome:stayed on the fringe,Hole:hole 18",Technical shot voice log for NLP training
"Hybrid shot from 120 yards, downhill, landed on the fairway.",ShotLog.Technical,"Club:hybrid,Distance:120 yards,Condition:downhill,Shape:push,Outcome:on the fairway,Hole:hole 16",Technical shot voice log for NLP training
Hit a 3-iron from 60 yards.,ShotLog.Technical,"Club:3-iron,Distance:60 yards,Condition:from the bunker,Shape:straight,Outcome:landed on the green,Hole:hole 16",Technical shot voice log for NLP training
"Hit a 5-wood from 5 feet, shot a fade.",ShotLog.Technical,"Club:5-wood,Distance:5 feet,Condition:uphill,Shape:fade,Outcome:hit a tree,Hole:hole 12",Technical shot voice log for NLP training
"Played a draw with my 9-iron from 95 feet, ended up landed on the green.",ShotLog.Technical,"Club:9-iron,Distance:95 feet,Condition:None,Shape:draw,Outcome:landed on the green,Hole:hole 15",Technical shot voice log for NLP training
"Used my 5-iron on hole 3, 130 yards, from the rough.",ShotLog.Technical,"Club:5-iron,Distance:130 yards,Condition:from the rough,Shape:None,Outcome:missed short,Hole:hole 3",Technical shot voice log for NLP training
"Putting for 210 yards, missed stayed on the fringe.",ShotLog.Technical,"Club:3-iron,Distance:210 yards,Condition:from a bad lie,Shape:fade,Outcome:stayed on the fringe,Hole:hole 14",Technical shot voice log for NLP training
Hit a putter from 270 yards.,ShotLog.Technical,"Club:putter,Distance:270 yards,Condition:with a tailwind,Shape:slice,Outcome:in the bunker,Hole:hole 8",Technical shot voice log for NLP training
"Hit a 7-iron from 70 yards dry fairway, and it in the bunker.",ShotLog.Technical,"Club:7-iron,Distance:70 yards,Condition:dry fairway,Shape:fade,Outcome:in the bunker,Hole:hole 1",Technical shot voice log for NLP training
"Hit a 3-iron from 70 feet with a headwind, and it .",ShotLog.Technical,"Club:3-iron,Distance:70 feet,Condition:with a headwind,Shape:draw,Outcome:None,Hole:hole 5",Technical shot voice log for NLP training
Pushed a driver into the in the bunker.,ShotLog.Technical,"Club:driver,Distance:70 feet,Condition:into the wind,Shape:straight,Outcome:in the bunker,Hole:hole 13",Technical shot voice log for NLP training
"Hit a 4-iron from 240 yards wet fairway, and it stayed on the fringe.",ShotLog.Technical,"Club:4-iron,Distance:240 yards,Condition:wet fairway,Shape:slice,Outcome:stayed on the fringe,Hole:hole 6",Technical shot voice log for NLP training
Hit a hybrid from 220 yards.,ShotLog.Technical,"Club:hybrid,Distance:220 yards,Condition:from the rough,Shape:hook,Outcome:stayed on the fringe,Hole:hole 13",Technical shot voice log for NLP training
"Played a straight with my putter from 25 feet, ended up in the bunker.",ShotLog.Technical,"Club:putter,Distance:25 feet,Condition:into the wind,Shape:straight,Outcome:in the bunker,Hole:hole 15",Technical shot voice log for NLP training
"Hit a driver from 140 yards, shot a fade.",ShotLog.Technical,"Club:driver,Distance:140 yards,Condition:with a tailwind,Shape:fade,Outcome:rolled off the back,Hole:hole 3",Technical shot voice log for NLP training
"Pitching wedge shot from 50 yards, with a tailwind, landed in the rough.",ShotLog.Technical,"Club:pitching wedge,Distance:50 yards,Condition:with a tailwind,Shape:straight,Outcome:in the rough,Hole:hole 18",Technical shot voice log for NLP training
"Hit a 3-wood from 290 yards from a bad lie, and it rolled off the back.",ShotLog.Technical,"Club:3-wood,Distance:290 yards,Condition:from a bad lie,Shape:push,Outcome:rolled off the back,Hole:hole 17",Technical shot voice log for NLP training
Hit a 4-iron from 290 yards.,ShotLog.Technical,"Club:4-iron,Distance:290 yards,Condition:from a bad lie,Shape:None,Outcome:in the rough,Hole:hole 17",Technical shot voice log for NLP training
Pushed a 9-iron into the in the bunker.,ShotLog.Technical,"Club:9-iron,Distance:160 yards,Condition:tight lie,Shape:pull,Outcome:in the bunker,Hole:hole 5",Technical shot voice log for NLP training
"Used my lob wedge on hole 6, 160 yards, from the bunker.",ShotLog.Technical,"Club:lob wedge,Distance:160 yards,Condition:from the bunker,Shape:None,Outcome:landed on the green,Hole:hole 6",Technical shot voice log for NLP training
Pushed a pitching wedge into the landed on the green.,ShotLog.Technical,"Club:pitching wedge,Distance:100 yards,Condition:into the wind,Shape:slice,Outcome:landed on the green,Hole:hole 10",Technical shot voice log for NLP training
"Used my 7-iron on hole 2, 110 yards, with a headwind.",ShotLog.Technical,"Club:7-iron,Distance:110 yards,Condition:with a headwind,Shape:straight,Outcome:stayed on the fringe,Hole:hole 2",Technical shot voice log for NLP training
"Played a with my sand wedge from 25 feet, ended up in the bunker.",ShotLog.Technical,"Club:sand wedge,Distance:25 feet,Condition:off the tee,Shape:None,Outcome:in the bunker,Hole:hole 10",Technical shot voice log for NLP training
"Putting for 35 feet, missed in the bunker.",ShotLog.Technical,"Club:driver,Distance:35 feet,Condition:dry fairway,Shape:fade,Outcome:in the bunker,Hole:hole 11",Technical shot voice log for NLP training
Pushed a 5-wood into the missed left.,ShotLog.Technical,"Club:5-wood,Distance:260 yards,Condition:dry fairway,Shape:pull,Outcome:missed left,Hole:hole 4",Technical shot voice log for NLP training
"Putting for 80 yards, missed stayed on the fringe.",ShotLog.Technical,"Club:6-iron,Distance:80 yards,Condition:None,Shape:slice,Outcome:stayed on the fringe,Hole:hole 10",Technical shot voice log for NLP training
"Hit a pitching wedge from 100 yards, shot a hook.",ShotLog.Technical,"Club:pitching wedge,Distance:100 yards,Condition:into the wind,Shape:hook,Outcome:stayed on the fringe,Hole:hole 3",Technical shot voice log for NLP training
Hit a driver from 150 yards.,ShotLog.Technical,"Club:driver,Distance:150 yards,Condition:None,Shape:draw,Outcome:stayed on the fringe,Hole:hole 6",Technical shot voice log for NLP training
Hit a driver from 90 yards.,ShotLog.Technical,"Club:driver,Distance:90 yards,Condition:downhill,Shape:hook,Outcome:missed left,Hole:hole 1",Technical shot voice log for NLP training
"Hit a 2-iron from 160 yards, shot a push.",ShotLog.Technical,"Club:2-iron,Distance:160 yards,Condition:None,Shape:push,Outcome:landed on the green,Hole:hole 2",Technical shot voice log for NLP training
"Used my 3-iron on hole 14, 280 yards, tight lie.",ShotLog.Technical,"Club:3-iron,Distance:280 yards,Condition:tight lie,Shape:slice,Outcome:missed long,Hole:hole 14",Technical shot voice log for NLP training
Hit a 9-iron from 270 yards into the wind.,ShotLog.Technical,"Club:9-iron,Distance:270 yards,Condition:into the wind,Shape:pull,Outcome:on the fairway,Hole:hole 7",Technical shot voice log for NLP training
Hit a hybrid from 150 yards.,ShotLog.Technical,"Club:hybrid,Distance:150 yards,Condition:tight lie,Shape:pull,Outcome:missed long,Hole:hole 4",Technical shot voice log for NLP training
Hit a putter from 30 feet.,ShotLog.Technical,"Club:putter,Distance:30 feet,Condition:from a bad lie,Shape:None,Outcome:missed short,Hole:hole 2",Technical shot voice log for NLP training
"Hit a 2-iron from 80 yards, shot a hook.",ShotLog.Technical,"Club:2-iron,Distance:80 yards,Condition:crosswind from the left,Shape:hook,Outcome:missed right,Hole:hole 8",Technical shot voice log for NLP training
Hit a 5-iron from 160 yards.,ShotLog.Technical,"Club:5-iron,Distance:160 yards,Condition:from a bad lie,Shape:slice,Outcome:missed short,Hole:hole 16",Technical shot voice log for NLP training
Pushed a sand wedge into the in the bunker.,ShotLog.Technical,"Club:sand wedge,Distance:55 feet,Condition:with a headwind,Shape:straight,Outcome:in the bunker,Hole:hole 6",Technical shot voice log for NLP training
Hit a sand wedge from 70 feet.,ShotLog.Technical,"Club:sand wedge,Distance:70 feet,Condition:None,Shape:draw,Outcome:missed right,Hole:hole 3",Technical shot voice log for NLP training
"Took a 8-iron from 210 yards downhill, result was on the fairway.",ShotLog.Technical,"Club:8-iron,Distance:210 yards,Condition:downhill,Shape:None,Outcome:on the fairway,Hole:hole 16",Technical shot voice log for NLP training
"Hit a 6-iron from 300 yards, shot a slice.",ShotLog.Technical,"Club:6-iron,Distance:300 yards,Condition:into the wind,Shape:slice,Outcome:missed short,Hole:hole 2",Technical shot voice log for NLP training
"Took a 2-iron from 120 yards with a headwind, result was rolled off the back.",ShotLog.Technical,"Club:2-iron,Distance:120 yards,Condition:with a headwind,Shape:fade,Outcome:rolled off the back,Hole:hole 17",Technical shot voice log for NLP training
"Putting for 20 feet, missed in the rough.",ShotLog.Technical,"Club:hybrid,Distance:20 feet,Condition:uphill,Shape:draw,Outcome:in the rough,Hole:hole 17",Technical shot voice log for NLP training
"Hit a 2-iron from 95 feet with a headwind, and it missed short.",ShotLog.Technical,"Club:2-iron,Distance:95 feet,Condition:with a headwind,Shape:None,Outcome:missed short,Hole:hole 5",Technical shot voice log for NLP training
"Took a 5-iron from 100 yards dry fairway, result was in the bunker.",ShotLog.Technical,"Club:5-iron,Distance:100 yards,Condition:dry fairway,Shape:pull,Outcome:in the bunker,Hole:hole 8",Technical shot voice log for NLP training
"Played a push with my 4-iron from 35 feet, ended up in the water.",ShotLog.Technical,"Club:4-iron,Distance:35 feet,Condition:crosswind from the left,Shape:push,Outcome:in the water,Hole:hole 9",Technical shot voice log for NLP training
"Putting for 190 yards, missed .",ShotLog.Technical,"Club:5-iron,Distance:190 yards,Condition:with a tailwind,Shape:None,Outcome:None,Hole:hole 7",Technical shot voice log for NLP training
"3-iron shot from 85 feet, from a bad lie, landed in the bunker.",ShotLog.Technical,"Club:3-iron,Distance:85 feet,Condition:from a bad lie,Shape:slice,Outcome:in the bunker,Hole:hole 6",Technical shot voice log for NLP training
Pushed a 3-iron into the in the water.,ShotLog.Technical,"Club:3-iron,Distance:80 feet,Condition:uphill,Shape:slice,Outcome:in the water,Hole:hole 9",Technical shot voice log for NLP training
"Took a 5-iron from 240 yards wet fairway, result was stayed on the fringe.",ShotLog.Technical,"Club:5-iron,Distance:240 yards,Condition:wet fairway,Shape:hook,Outcome:stayed on the fringe,Hole:hole 10",Technical shot voice log for NLP training
"Took a 8-iron from 230 yards from a bad lie, result was missed left.",ShotLog.Technical,"Club:8-iron,Distance:230 yards,Condition:from a bad lie,Shape:straight,Outcome:missed left,Hole:hole 6",Technical shot voice log for NLP training
"Played a draw with my 4-iron from 220 yards, ended up missed long.",ShotLog.Technical,"Club:4-iron,Distance:220 yards,Condition:with a headwind,Shape:draw,Outcome:missed long,Hole:hole 15",Technical shot voice log for NLP training
"Played a with my 7-iron from 140 yards, ended up landed on the green.",ShotLog.Technical,"Club:7-iron,Distance:140 yards,Condition:tight lie,Shape:None,Outcome:landed on the green,Hole:hole 15",Technical shot voice log for NLP training
