content_id,template_id,template_name,pillar,vark_mode,level,length,scenario_tags,pressure_level,lie_type,wind_condition,region_variant,script_text,cta_question,follow_up_prompt,confidence_rating_hint,do_not_say_flags
MC_00252,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Visual,Maintain,deep,match_play_moment;nerves_on_green,medium,tight,strong,UK,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Stay consistent. Trust what works.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What cue phrase keeps you steady?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00253,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Foundation,micro,nerves_on_green;closing_holes_pressure,high,fairway_bunker,calm,AU,"Calm body. Clear target. Commit.
Keep it simple and repeatable.
Say one phrase to yourself: “Smooth and committed.”",Where is your target line—keep it simple?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00254,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Foundation,standard,closing_holes_pressure;nerves_on_green,medium,tight,moderate,AU,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Keep it simple and repeatable.
Use a quiet cue phrase. One sentence, same tone every time.",What cue phrase keeps you steady?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00255,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Foundation,deep,match_play_moment;nerves_on_green,high,perfect,strong,AU,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Keep it simple and repeatable.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What cue phrase keeps you steady?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00256,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Build,micro,being_watched;match_play_moment,medium,fairway_bunker,strong,EU,"Calm body. Clear target. Commit.
Add one detail: pace and commitment.
Say one phrase to yourself: “Smooth and committed.”",Where is your target line—keep it simple?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00257,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Build,standard,nerves_on_green;playing_with_better_golfers,medium,tight,moderate,AU,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Add one detail: pace and commitment.
Use a quiet cue phrase. One sentence, same tone every time.",What cue phrase keeps you steady?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00258,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Build,deep,closing_holes_pressure;nerves_on_green,high,perfect,light,EU,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Add one detail: pace and commitment.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Where is your target line—keep it simple?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00259,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Compete,micro,nerves_on_green;match_play_moment,medium,greenside_bunker,calm,US,"Calm body. Clear target. Commit.
Narrow focus. Execute under pressure.
Say one phrase to yourself: “Smooth and committed.”",Where is your target line—keep it simple?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00260,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Compete,standard,being_watched;match_play_moment,medium,fairway_bunker,light,US,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Narrow focus. Execute under pressure.
Use a quiet cue phrase. One sentence, same tone every time.",What cue phrase keeps you steady?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00261,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Compete,deep,closing_holes_pressure;being_watched,high,greenside_bunker,strong,EU,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Narrow focus. Execute under pressure.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Where is your target line—keep it simple?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00262,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Maintain,micro,being_watched;nerves_on_green,medium,fairway_bunker,light,US,"Calm body. Clear target. Commit.
Stay consistent. Trust what works.
Say one phrase to yourself: “Smooth and committed.”",What cue phrase keeps you steady?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00263,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Maintain,standard,playing_with_better_golfers;match_play_moment,high,tight,light,EU,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Stay consistent. Trust what works.
Use a quiet cue phrase. One sentence, same tone every time.",What cue phrase keeps you steady?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00264,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Aural,Maintain,deep,closing_holes_pressure;playing_with_better_golfers,medium,rough,strong,EU,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Stay consistent. Trust what works.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Where is your target line—keep it simple?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00265,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Foundation,micro,closing_holes_pressure;nerves_on_green,high,rough,calm,EU,"Calm body. Clear target. Commit.
Keep it simple and repeatable.
Name the task in words: “Pick. Commit. Swing.”",What cue phrase keeps you steady?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00266,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Foundation,standard,playing_with_better_golfers;nerves_on_green,high,rough,calm,US,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Keep it simple and repeatable.
Use a short written-style checklist in your head: target, plan, commit.",What cue phrase keeps you steady?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00267,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Foundation,deep,being_watched;match_play_moment,high,fairway_bunker,light,UK,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Keep it simple and repeatable.
Run a 4-line script: target, plan, breath, commit. Then go.",Where is your target line—keep it simple?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00268,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Build,micro,being_watched;match_play_moment,medium,perfect,strong,AU,"Calm body. Clear target. Commit.
Add one detail: pace and commitment.
Name the task in words: “Pick. Commit. Swing.”",Where is your target line—keep it simple?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00269,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Build,standard,closing_holes_pressure;being_watched,low,greenside_bunker,light,AU,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Add one detail: pace and commitment.
Use a short written-style checklist in your head: target, plan, commit.",Where is your target line—keep it simple?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00270,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Build,deep,being_watched;playing_with_better_golfers,low,rough,calm,UK,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Add one detail: pace and commitment.
Run a 4-line script: target, plan, breath, commit. Then go.",What cue phrase keeps you steady?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00271,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Compete,micro,closing_holes_pressure;being_watched,low,fairway_bunker,strong,US,"Calm body. Clear target. Commit.
Narrow focus. Execute under pressure.
Name the task in words: “Pick. Commit. Swing.”",What cue phrase keeps you steady?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00272,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Compete,standard,match_play_moment;playing_with_better_golfers,high,perfect,moderate,EU,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Narrow focus. Execute under pressure.
Use a short written-style checklist in your head: target, plan, commit.",What cue phrase keeps you steady?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00273,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Compete,deep,being_watched;match_play_moment,low,rough,strong,UK,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Narrow focus. Execute under pressure.
Run a 4-line script: target, plan, breath, commit. Then go.",What cue phrase keeps you steady?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00274,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Maintain,micro,playing_with_better_golfers;match_play_moment,high,perfect,strong,UK,"Calm body. Clear target. Commit.
Stay consistent. Trust what works.
Name the task in words: “Pick. Commit. Swing.”",Where is your target line—keep it simple?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00275,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Maintain,standard,being_watched;closing_holes_pressure,low,tight,calm,US,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Stay consistent. Trust what works.
Use a short written-style checklist in your head: target, plan, commit.",Where is your target line—keep it simple?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00276,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,ReadWrite,Maintain,deep,nerves_on_green;match_play_moment,medium,perfect,calm,US,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Stay consistent. Trust what works.
Run a 4-line script: target, plan, breath, commit. Then go.",What cue phrase keeps you steady?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00277,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Kinesthetic,Foundation,micro,playing_with_better_golfers;nerves_on_green,high,fairway_bunker,light,AU,"Calm body. Clear target. Commit.
Keep it simple and repeatable.
Feel your feet. One slow exhale. Loose grip pressure.",What cue phrase keeps you steady?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00278,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Kinesthetic,Foundation,standard,nerves_on_green;match_play_moment,medium,fairway_bunker,moderate,US,"Pressure is normal. Slow the moment with one breath. Clear target. Commit to your routine.
Keep it simple and repeatable.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Where is your target line—keep it simple?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00279,MC_T06_PRESSURE_MOMENTS,Pressure Moments,CONFIDENCE,Kinesthetic,Foundation,deep,closing_holes_pressure;match_play_moment,low,perfect,moderate,EU,"Pressure plan: breathe, narrow focus, commit. You’re not chasing perfect—you're choosing clear and steady.
Keep it simple and repeatable.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What cue phrase keeps you steady?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
